gravity,score,death
4.0,0.0,off_bot
4.0,0.0,off_bot
1.0,0.0,tree_top
1.0,0.0,tree_bot
1.0,1.0,off_bot
1.0,0.0,tree_top
4.0,0.0,tree_top
1.0,0.0,tree_bot
4.0,0.0,tree_bot
4.0,0.0,tree_top
1.0,1.0,off_top
1.0,0.0,tree_top
1.0,0.0,tree_top
4.0,1.0,off_bot
4.0,0.0,tree_top
4.0,0.0,tree_top
4.0,0.0,tree_bot
1.0,0.0,tree_bot
4.0,0.0,tree_top
1.0,0.0,tree_top
1.0,1.0,tree_top
4.0,2.0,off_bot
4.0,1.0,off_bot
4.0,0.0,tree_bot
1.0,0.0,off_top
4.0,0.0,tree_bot
4.0,0.0,tree_top
4.0,1.0,off_bot
1.0,0.0,tree_top
4.0,0.0,tree_top
4.0,0.0,tree_top
4.0,0.0,tree_top
4.0,0.0,off_bot
1.0,0.0,tree_top
1.0,0.0,tree_top
4.0,0.0,tree_bot
4.0,0.0,off_bot
1.0,1.0,tree_top
1.0,0.0,tree_top
1.0,0.0,tree_top
4.0,0.0,tree_bot
4.0,2.0,tree_bot
4.0,0.0,off_bot
1.0,1.0,tree_top
4.0,0.0,tree_bot
1.0,0.0,tree_top
4.0,2.0,off_bot
4.0,1.0,tree_bot
4.0,1.0,tree_bot
4.0,3.0,off_bot
4.0,4.0,off_bot
4.0,0.0,tree_bot
4.0,1.0,off_bot
4.0,6.0,off_bot
4.0,5.0,off_bot
4.0,6.0,tree_bot
4.0,6.0,off_top
1.0,2.0,tree_top
4.0,10.0,off_bot
1.0,0.0,tree_top
1.0,0.0,tree_top
1.0,1.0,tree_top
4.0,43.0,off_bot
1.0,1.0,tree_top
1.0,2.0,tree_top
4.0,23.0,tree_top
4.0,46.0,tree_bot
4.0,18.0,tree_bot
4.0,59.0,off_bot
4.0,36.0,off_bot
4.0,248.0,tree_bot
4.0,61.0,tree_bot
4.0,144.0,tree_top
4.0,22.0,off_bot
4.0,82.0,off_bot
4.0,20.0,tree_top
1.0,1.0,off_top
1.0,0.0,tree_top
4.0,62.0,tree_top
4.0,20.0,tree_top
4.0,36.0,tree_top
1.0,2.0,tree_top
4.0,50.0,tree_top
1.0,1.0,tree_top
4.0,198.0,tree_top
4.0,23.0,tree_top
4.0,25.0,tree_top
1.0,1.0,off_top
4.0,4.0,tree_top
4.0,6.0,off_bot
1.0,4.0,tree_top
1.0,0.0,tree_top
4.0,14.0,tree_top
1.0,2.0,tree_top
1.0,1.0,off_top
1.0,1.0,tree_top
4.0,2.0,tree_top
4.0,4.0,tree_top
1.0,1.0,tree_top
1.0,2.0,off_top
