gravity,score,death
4.0,168.0,tree_top
1.0,0.0,tree_top
1.0,1.0,off_top
1.0,1.0,off_top
1.0,0.0,tree_top
1.0,1.0,off_top
1.0,0.0,tree_top
4.0,112.0,tree_top
1.0,0.0,tree_top
1.0,0.0,tree_top
4.0,25.0,tree_top
4.0,30.0,tree_top
4.0,190.0,tree_top
4.0,229.0,tree_top
4.0,448.0,off_top
4.0,285.0,off_top
1.0,0.0,off_top
4.0,261.0,tree_bot
1.0,0.0,off_top
4.0,79.0,tree_bot
4.0,402.0,tree_top
1.0,1.0,tree_top
1.0,0.0,off_top
1.0,0.0,tree_top
4.0,268.0,tree_top
1.0,1.0,tree_top
1.0,0.0,tree_top
4.0,238.0,tree_top
4.0,22.0,tree_top
4.0,260.0,off_top
1.0,0.0,tree_top
4.0,146.0,tree_top
1.0,0.0,off_top
4.0,186.0,tree_top
4.0,187.0,off_top
1.0,1.0,off_top
1.0,1.0,off_top
4.0,141.0,tree_top
4.0,18.0,tree_bot
1.0,0.0,tree_top
1.0,1.0,tree_top
4.0,32.0,tree_top
4.0,12.0,off_top
4.0,245.0,tree_top
4.0,23.0,tree_bot
1.0,0.0,tree_top
4.0,76.0,tree_top
1.0,0.0,tree_top
1.0,1.0,tree_top
4.0,228.0,tree_top
1.0,0.0,tree_top
1.0,1.0,tree_top
1.0,1.0,off_top
4.0,68.0,tree_top
4.0,13.0,off_top
4.0,209.0,off_top
1.0,0.0,tree_top
4.0,372.0,tree_top
1.0,1.0,tree_top
4.0,56.0,tree_top
4.0,313.0,tree_top
1.0,0.0,off_top
4.0,22.0,tree_top
4.0,15.0,tree_top
4.0,96.0,tree_top
1.0,1.0,tree_top
1.0,0.0,tree_top
4.0,203.0,tree_bot
1.0,1.0,tree_top
1.0,0.0,off_top
1.0,1.0,off_top
1.0,0.0,tree_top
1.0,0.0,off_top
4.0,100.0,tree_top
1.0,1.0,tree_top
4.0,33.0,tree_top
1.0,0.0,off_top
4.0,81.0,tree_top
1.0,1.0,tree_top
4.0,80.0,off_top
1.0,1.0,off_top
4.0,58.0,off_top
1.0,1.0,off_top
1.0,0.0,tree_top
1.0,0.0,tree_top
1.0,0.0,off_top
4.0,53.0,off_top
1.0,1.0,off_top
4.0,11.0,off_top
1.0,0.0,tree_top
1.0,1.0,off_top
1.0,0.0,off_top
1.0,1.0,tree_top
4.0,45.0,off_top
4.0,10.0,off_top
4.0,65.0,tree_top
1.0,1.0,off_top
4.0,458.0,tree_top
4.0,143.0,tree_top
1.0,0.0,tree_top
