gravity,score,death
4.0,0.0,off_bot
1.0,0.0,tree_top
1.0,1.0,off_top
1.0,0.0,tree_top
1.0,2.0,off_top
4.0,0.0,tree_bot
4.0,0.0,off_bot
4.0,0.0,tree_bot
4.0,0.0,off_bot
4.0,0.0,off_bot
1.0,0.0,tree_top
1.0,1.0,off_top
1.0,0.0,tree_top
4.0,0.0,tree_top
1.0,0.0,tree_top
4.0,0.0,tree_bot
4.0,1.0,off_bot
4.0,0.0,tree_bot
4.0,0.0,tree_top
1.0,0.0,tree_top
1.0,0.0,tree_top
4.0,0.0,off_bot
4.0,3.0,tree_bot
4.0,1.0,tree_bot
1.0,0.0,tree_top
4.0,3.0,off_bot
1.0,0.0,tree_top
4.0,0.0,tree_top
4.0,5.0,off_bot
1.0,0.0,tree_top
1.0,0.0,off_top
4.0,4.0,off_bot
1.0,0.0,tree_bot
4.0,3.0,off_bot
1.0,0.0,tree_top
4.0,4.0,tree_top
4.0,2.0,off_bot
1.0,0.0,tree_top
4.0,4.0,tree_top
4.0,3.0,off_bot
1.0,0.0,tree_bot
1.0,0.0,tree_top
1.0,0.0,tree_top
4.0,2.0,off_bot
1.0,0.0,tree_top
4.0,71.0,tree_top
4.0,4.0,off_bot
1.0,1.0,off_top
4.0,1.0,tree_top
4.0,29.0,tree_top
4.0,1.0,tree_top
1.0,0.0,tree_top
1.0,1.0,off_top
1.0,0.0,off_top
1.0,1.0,tree_top
4.0,3.0,tree_top
4.0,31.0,tree_top
4.0,24.0,tree_top
4.0,3.0,tree_top
4.0,2.0,tree_top
4.0,6.0,tree_top
1.0,0.0,tree_top
4.0,46.0,tree_top
4.0,35.0,tree_top
1.0,0.0,tree_top
4.0,11.0,tree_bot
1.0,0.0,tree_top
4.0,8.0,tree_top
1.0,0.0,tree_top
1.0,0.0,tree_top
1.0,1.0,tree_top
1.0,0.0,tree_top
1.0,0.0,tree_top
1.0,0.0,tree_top
4.0,40.0,off_bot
1.0,1.0,tree_top
1.0,0.0,tree_top
1.0,1.0,tree_top
4.0,26.0,tree_bot
4.0,15.0,off_bot
4.0,40.0,tree_top
4.0,59.0,tree_top
1.0,0.0,tree_top
1.0,0.0,tree_top
4.0,10.0,tree_top
4.0,7.0,tree_top
1.0,1.0,tree_top
1.0,0.0,tree_top
1.0,1.0,tree_top
1.0,0.0,tree_top
4.0,19.0,tree_top
1.0,1.0,tree_top
4.0,27.0,tree_top
4.0,7.0,tree_top
4.0,1.0,tree_top
4.0,17.0,tree_top
4.0,19.0,tree_top
4.0,99.0,tree_top
1.0,1.0,tree_top
4.0,3.0,tree_top
