0.15,1,0.1,140,40,32,0.71,0.0,1.0,7.0,tree_top,0.885714285714,0.0,1.2,7.0,tree_top,0.675675675676,0.0,1.0,3.0,tree_top,1.12121212121,0.0,2.0,7.0,tree_top
0.15,1,0.1,140,40,40,1.76,1.0,2.0,24.0,tree_top,2.15714285714,1.0,2.2,24.0,tree_top,0.513513513514,0.0,1.0,2.0,tree_top,4.0,2.0,5.6,24.0,tree_top
0.15,1,0.1,140,40,52,6.93,1.0,6.2,130.0,tree_top,9.78571428571,2.0,11.2,130.0,tree_top,0.46875,0.0,1.0,3.0,tree_top,17.6315789474,7.0,24.8,130.0,tree_top
0.15,1,0.1,140,40,60,1.08,0.0,1.0,18.0,tree_top,1.38571428571,0.0,2.0,18.0,tree_top,0.484848484848,0.0,1.0,3.0,tree_top,2.18918918919,0.0,4.0,18.0,tree_top
0.15,1,0.1,140,40,72,11.95,1.0,12.0,178.0,tree_top,16.8428571429,2.0,28.0,178.0,tree_top,0.575757575758,0.0,1.0,3.0,tree_top,31.3513513514,16.0,53.8,178.0,tree_bot
0.15,1,0.1,140,35,32,0.77,0.0,1.0,13.0,tree_top,0.985714285714,0.0,1.2,13.0,tree_top,0.15625,0.0,0.0,2.0,tree_top,1.68421052632,1.0,2.6,13.0,tree_top
0.15,1,0.1,140,35,40,7.83,1.0,10.2,123.0,tree_top,10.9428571429,1.5,18.4,123.0,tree_top,0.6,1.0,1.0,2.0,tree_top,18.7,10.5,28.0,123.0,tree_top
0.15,1,0.1,140,35,52,10.52,1.0,6.2,277.0,tree_top,14.8428571429,2.0,9.0,277.0,tree_top,1.05882352941,1.0,2.0,3.0,tree_top,27.8611111111,7.5,27.0,277.0,tree_top
0.15,1,0.1,140,35,60,1.73,0.0,3.0,11.0,tree_top,2.1,1.0,4.0,11.0,tree_top,0.28125,0.0,0.8,2.0,tree_top,3.63157894737,3.0,6.0,11.0,tree_top
0.15,1,0.1,140,35,72,12.7,1.0,13.2,254.0,tree_top,17.7428571429,1.0,22.4,254.0,tree_top,0.771428571429,1.0,1.0,4.0,tree_top,34.7142857143,15.0,48.6,254.0,tree_top
0.15,1,0.1,140,30,32,0.48,0.0,1.0,3.0,tree_top,0.585714285714,0.0,1.0,3.0,tree_top,0.46511627907,0.0,1.0,3.0,tree_top,0.777777777778,0.0,1.8,3.0,tree_top
0.15,1,0.1,140,30,40,4.15,1.0,3.0,94.0,tree_top,5.72857142857,1.0,4.0,94.0,tree_top,0.923076923077,1.0,1.4,3.0,tree_top,11.7741935484,4.0,10.0,94.0,off_bot
0.15,1,0.1,140,30,52,5.49,0.5,2.2,104.0,tree_top,7.51428571429,1.0,7.0,104.0,tree_top,0.275,0.0,1.0,1.0,tree_top,17.1666666667,6.0,28.4,104.0,tree_top
0.15,1,0.1,140,30,60,1.42,1.0,1.0,22.0,tree_top,1.87142857143,1.0,2.0,22.0,tree_top,0.722222222222,1.0,1.0,2.0,tree_top,3.08823529412,1.0,4.0,22.0,tree_top
0.15,1,0.1,140,30,72,2.33,0.0,1.0,33.0,tree_top,3.22857142857,0.0,4.0,33.0,tree_top,0.268292682927,0.0,1.0,2.0,tree_top,7.41379310345,4.0,16.0,33.0,tree_top
0.15,1,0.1,120,40,32,0.6,0.0,1.0,8.0,tree_top,0.757142857143,0.0,1.0,8.0,tree_top,0.264705882353,0.0,1.0,1.0,tree_top,1.22222222222,1.0,2.0,8.0,tree_bot
0.15,1,0.1,120,40,40,2.03,1.0,2.0,38.0,tree_top,2.72857142857,1.0,3.0,38.0,tree_top,0.775,1.0,1.0,3.0,tree_top,5.33333333333,2.5,9.2,38.0,tree_top
0.15,1,0.1,120,40,52,0.6,0.5,1.0,4.0,tree_top,0.757142857143,1.0,1.0,4.0,tree_top,0.951219512195,1.0,1.0,4.0,tree_top,0.48275862069,0.0,1.0,3.0,tree_top
0.15,1,0.1,120,40,60,1.04,1.0,1.0,7.0,tree_top,1.37142857143,1.0,2.0,7.0,tree_top,0.833333333333,1.0,1.0,3.0,tree_top,1.775,1.0,3.0,7.0,tree_top
0.15,1,0.1,120,40,72,13.62,0.0,8.8,308.0,tree_top,19.2714285714,1.0,26.0,308.0,tree_top,0.307692307692,0.0,1.0,2.0,tree_top,43.1290322581,24.0,65.0,308.0,tree_bot
0.15,1,0.1,120,35,32,32.14,5.0,31.0,467.0,tree_top,43.6142857143,7.0,52.0,467.0,tree_top,1.10714285714,1.0,1.0,2.0,tree_top,71.9523809524,30.5,118.4,467.0,tree_top
0.15,1,0.1,120,35,40,7.11,1.0,4.2,114.0,tree_top,9.98571428571,1.0,10.0,114.0,tree_top,0.53488372093,0.0,1.0,2.0,tree_top,25.037037037,10.0,42.8,114.0,tree_top
