gravity,score,death
1.0,0.0,off_top
1.0,2.0,tree_top
4.0,11.0,tree_bot
4.0,6.0,off_bot
1.0,0.0,tree_top
4.0,14.0,tree_bot
1.0,3.0,tree_top
4.0,40.0,tree_bot
4.0,6.0,off_bot
4.0,10.0,tree_bot
4.0,17.0,tree_bot
4.0,5.0,off_bot
4.0,3.0,tree_bot
4.0,17.0,tree_bot
1.0,1.0,tree_top
4.0,0.0,tree_top
1.0,0.0,tree_top
4.0,5.0,tree_bot
4.0,10.0,tree_bot
1.0,1.0,off_top
4.0,49.0,tree_bot
4.0,13.0,off_bot
1.0,4.0,tree_top
1.0,0.0,tree_top
4.0,46.0,off_bot
4.0,98.0,tree_bot
4.0,80.0,tree_bot
4.0,15.0,tree_bot
4.0,66.0,tree_top
4.0,74.0,tree_bot
4.0,7.0,tree_bot
1.0,2.0,tree_top
4.0,4.0,tree_bot
4.0,6.0,tree_bot
1.0,3.0,tree_top
4.0,57.0,off_bot
4.0,4.0,tree_bot
1.0,2.0,tree_top
4.0,119.0,off_bot
1.0,1.0,tree_top
1.0,1.0,off_top
1.0,0.0,tree_top
4.0,35.0,tree_top
4.0,70.0,tree_bot
1.0,2.0,tree_top
4.0,106.0,tree_top
1.0,2.0,tree_top
4.0,29.0,tree_top
1.0,0.0,tree_top
4.0,94.0,tree_top
4.0,76.0,tree_top
4.0,7.0,tree_top
4.0,57.0,tree_bot
4.0,256.0,tree_top
4.0,22.0,tree_bot
1.0,1.0,tree_top
1.0,1.0,off_top
4.0,33.0,tree_top
1.0,2.0,off_top
4.0,137.0,tree_bot
4.0,13.0,tree_top
4.0,8.0,tree_top
4.0,31.0,tree_top
4.0,35.0,tree_top
4.0,29.0,tree_bot
4.0,20.0,tree_bot
4.0,1.0,tree_bot
4.0,243.0,off_bot
1.0,2.0,tree_top
4.0,112.0,tree_top
1.0,0.0,tree_top
1.0,1.0,tree_top
4.0,74.0,tree_top
4.0,24.0,tree_top
1.0,7.0,tree_top
4.0,130.0,tree_top
4.0,16.0,tree_top
4.0,88.0,tree_top
1.0,1.0,tree_top
1.0,1.0,off_top
1.0,3.0,tree_top
4.0,2.0,tree_top
1.0,0.0,tree_top
4.0,55.0,tree_top
4.0,16.0,tree_top
4.0,30.0,tree_top
1.0,2.0,tree_top
4.0,79.0,tree_top
1.0,0.0,tree_top
4.0,5.0,tree_bot
4.0,9.0,tree_top
4.0,43.0,tree_bot
4.0,12.0,off_bot
4.0,73.0,tree_top
1.0,1.0,tree_top
1.0,1.0,tree_top
4.0,25.0,tree_top
4.0,6.0,tree_top
1.0,1.0,tree_top
4.0,7.0,tree_top
1.0,0.0,tree_top
1.0,3.0,tree_top
4.0,19.0,tree_top
4.0,42.0,tree_top
4.0,28.0,tree_top
4.0,57.0,tree_top
1.0,1.0,tree_top
4.0,12.0,tree_top
4.0,30.0,tree_top
1.0,2.0,tree_top
4.0,38.0,off_bot
4.0,19.0,tree_top
4.0,8.0,tree_top
1.0,2.0,tree_top
1.0,0.0,tree_top
1.0,2.0,tree_top
1.0,1.0,tree_top
4.0,46.0,tree_top
4.0,8.0,tree_top
4.0,1.0,tree_top
4.0,22.0,tree_top
1.0,1.0,tree_top
1.0,1.0,off_top
4.0,3.0,off_bot
1.0,1.0,tree_top
4.0,51.0,tree_top
4.0,23.0,tree_top
1.0,2.0,tree_top
1.0,1.0,tree_top
4.0,2.0,tree_top
1.0,0.0,tree_top
1.0,1.0,tree_top
4.0,37.0,tree_top
1.0,1.0,off_top
1.0,0.0,tree_top
1.0,1.0,tree_top
1.0,1.0,off_top
4.0,156.0,tree_top
4.0,6.0,tree_top
1.0,1.0,tree_top
1.0,0.0,tree_top
1.0,0.0,tree_top
1.0,5.0,off_top
4.0,160.0,tree_top
1.0,1.0,tree_top
1.0,0.0,tree_top
4.0,53.0,tree_top
1.0,1.0,tree_top
4.0,27.0,tree_top
1.0,0.0,tree_top
4.0,22.0,tree_top
1.0,4.0,tree_top
1.0,2.0,off_top
4.0,27.0,tree_top
1.0,1.0,tree_top
4.0,13.0,tree_top
1.0,0.0,tree_top
4.0,15.0,tree_top
4.0,103.0,tree_bot
4.0,38.0,tree_top
4.0,0.0,tree_top
1.0,0.0,tree_top
1.0,2.0,off_top
4.0,20.0,tree_top
1.0,1.0,tree_top
1.0,1.0,off_top
1.0,0.0,tree_top
1.0,2.0,tree_top
4.0,9.0,tree_top
4.0,27.0,tree_top
1.0,2.0,tree_top
1.0,0.0,tree_top
4.0,5.0,tree_top
4.0,27.0,tree_top
4.0,19.0,tree_top
1.0,3.0,off_top
1.0,1.0,tree_top
1.0,1.0,tree_top
1.0,1.0,off_top
4.0,27.0,tree_top
4.0,16.0,tree_top
4.0,0.0,tree_top
1.0,0.0,tree_top
1.0,0.0,tree_top
4.0,8.0,tree_top
1.0,1.0,tree_top
1.0,1.0,tree_top
1.0,1.0,tree_top
1.0,1.0,tree_top
4.0,2.0,tree_top
4.0,8.0,tree_top
4.0,34.0,off_bot
1.0,0.0,tree_top
4.0,1.0,tree_top
1.0,1.0,tree_top
1.0,1.0,tree_top
4.0,1.0,tree_top
4.0,0.0,tree_top
4.0,16.0,tree_top
1.0,1.0,tree_top
