,Score,Death
0,0.0,tree_top
1,0.0,tree_bot
2,0.0,tree_top
3,0.0,tree_bot
4,0.0,tree_top
5,0.0,tree_top
6,0.0,tree_bot
7,0.0,tree_top
8,0.0,tree_top
9,0.0,tree_top
10,0.0,off_bot
11,0.0,off_bot
12,0.0,off_bot
13,0.0,off_bot
14,0.0,tree_bot
15,1.0,off_bot
16,0.0,off_bot
17,1.0,off_bot
18,0.0,tree_top
19,0.0,tree_top
20,0.0,off_bot
21,0.0,tree_top
22,0.0,off_bot
23,0.0,off_bot
24,1.0,off_bot
25,1.0,off_bot
26,1.0,tree_bot
27,0.0,off_bot
28,1.0,off_bot
29,0.0,tree_bot
30,0.0,off_bot
31,0.0,off_bot
32,1.0,off_bot
33,0.0,off_bot
34,1.0,off_bot
35,1.0,off_bot
36,0.0,tree_bot
37,1.0,tree_top
38,0.0,off_bot
39,0.0,tree_top
40,1.0,off_bot
41,0.0,tree_bot
42,1.0,off_bot
43,0.0,tree_bot
44,0.0,tree_bot
45,0.0,tree_top
46,0.0,tree_bot
47,0.0,tree_bot
48,0.0,tree_bot
49,1.0,off_bot
50,0.0,off_bot
51,0.0,tree_top
52,0.0,tree_bot
53,0.0,off_bot
54,0.0,tree_bot
55,0.0,tree_bot
56,0.0,tree_top
57,0.0,tree_top
58,0.0,off_bot
59,0.0,tree_bot
60,0.0,off_bot
61,0.0,off_bot
62,0.0,off_bot
63,1.0,off_bot
64,1.0,tree_bot
65,0.0,tree_bot
66,1.0,off_bot
67,0.0,off_bot
68,0.0,tree_bot
69,0.0,tree_bot
70,1.0,off_bot
71,0.0,tree_bot
72,1.0,off_bot
73,0.0,off_bot
74,0.0,tree_bot
75,1.0,off_bot
76,1.0,off_bot
77,1.0,off_bot
78,1.0,off_bot
79,1.0,off_bot
80,1.0,off_bot
81,1.0,off_bot
82,1.0,off_bot
83,1.0,off_bot
84,0.0,off_bot
85,1.0,off_bot
86,0.0,off_bot
87,1.0,off_bot
88,1.0,off_bot
89,0.0,tree_bot
90,0.0,tree_bot
91,1.0,off_bot
92,0.0,off_bot
93,0.0,tree_bot
94,0.0,tree_bot
95,0.0,tree_bot
96,0.0,tree_bot
97,0.0,tree_bot
98,0.0,tree_top
99,0.0,tree_top
100,1.0,off_bot
101,0.0,tree_top
102,0.0,tree_bot
103,0.0,tree_bot
104,0.0,tree_bot
105,1.0,off_bot
106,0.0,off_bot
107,1.0,off_bot
108,1.0,off_bot
109,4.0,off_bot
110,0.0,tree_bot
111,0.0,tree_bot
112,0.0,tree_bot
113,1.0,off_bot
114,1.0,tree_bot
115,0.0,tree_top
116,1.0,off_bot
117,1.0,off_bot
118,0.0,tree_top
119,1.0,off_bot
120,0.0,tree_top
121,0.0,tree_bot
122,0.0,tree_bot
123,2.0,off_bot
124,0.0,off_bot
125,1.0,off_bot
126,1.0,tree_bot
127,0.0,tree_bot
128,2.0,off_bot
129,0.0,tree_top
130,0.0,off_bot
131,1.0,off_bot
132,2.0,off_bot
133,2.0,tree_bot
134,0.0,tree_top
135,0.0,tree_top
136,1.0,off_bot
137,1.0,off_bot
138,2.0,tree_top
139,0.0,tree_bot
140,0.0,tree_bot
141,1.0,off_bot
142,2.0,off_bot
143,1.0,tree_bot
144,0.0,tree_bot
145,0.0,tree_bot
146,0.0,tree_bot
147,1.0,off_bot
148,0.0,tree_top
149,0.0,tree_top
