,Score,Death
0,0.0,off_bot
1,1.0,off_bot
2,1.0,tree_bot
3,0.0,off_bot
4,0.0,tree_top
5,0.0,tree_bot
6,1.0,off_bot
7,0.0,off_bot
8,1.0,off_bot
9,0.0,tree_top
10,0.0,off_bot
11,0.0,tree_top
12,2.0,tree_top
13,0.0,tree_top
14,0.0,off_bot
15,0.0,off_bot
16,0.0,tree_top
17,0.0,off_bot
18,0.0,tree_bot
19,0.0,off_bot
20,0.0,tree_bot
21,2.0,tree_bot
22,0.0,tree_top
23,0.0,tree_top
24,0.0,tree_bot
25,2.0,off_bot
26,0.0,tree_top
27,1.0,tree_top
28,0.0,tree_bot
29,2.0,tree_top
30,0.0,tree_bot
31,0.0,tree_bot
32,0.0,tree_top
33,2.0,tree_top
34,0.0,tree_top
35,0.0,tree_bot
36,2.0,off_bot
37,0.0,tree_top
38,0.0,tree_bot
39,0.0,tree_bot
40,0.0,tree_bot
41,1.0,tree_top
42,0.0,tree_top
43,0.0,tree_bot
44,1.0,tree_top
45,0.0,tree_top
46,0.0,tree_top
47,1.0,tree_top
48,0.0,tree_top
49,3.0,off_bot
