eta, gamma, epsilon, mds, mys, mss, thresh, mean, 50_perc, 80_perc, max, death_mode, 30_mean, 30_50_perc, 30_80_perc, 30_max, 30_death_mode, 30_low_mean, 30_low_50_perc, 30_low_80_perc, 30_low_max, 30_low_death_mode, 30_high_mean, 30_high_50_perc, 30_high_80_perc, 30_high_max, 30_high_death_mode
0.1,1,0.5,119,36,56,0.001,54.7,1.0,7.0,1149.0,tree_top,77.7857142857,1.5,33.4,1149.0,tree_top,1.07894736842,1.0,1.0,5.0,tree_top,168.875,26.0,316.2,1149.0,tree_bot
0.1,1,0.35,119,36,56,0.001,34.61,1.0,27.0,372.0,tree_top,48.9714285714,3.0,83.4,372.0,tree_top,1.34210526316,1.0,3.0,4.0,tree_top,105.53125,72.5,201.8,372.0,tree_top
0.1,1,0.25,119,36,56,0.001,83.09,1.0,31.2,1537.0,tree_top,118.414285714,2.0,137.8,1537.0,tree_top,1.28205128205,1.0,2.0,5.0,tree_top,265.774193548,110.0,388.0,1537.0,tree_top
0.1,1,0.15,119,36,56,0.001,68.61,2.0,39.6,888.0,tree_top,97.6,2.5,106.4,888.0,tree_top,1.13513513514,1.0,2.0,4.0,tree_top,205.757575758,70.0,424.8,888.0,tree_top
0.1,1,0.5,119,36,56,0.001,117.49,2.0,137.6,1643.0,tree_top,167.4,4.0,254.0,1643.0,tree_top,1.06451612903,1.0,2.0,4.0,tree_top,299.615384615,148.0,635.2,1643.0,tree_top
0.1,1,0.35,119,36,56,0.001,70.81,1.0,15.6,1203.0,tree_top,100.828571429,2.0,56.2,1203.0,tree_top,1.35,1.0,2.0,5.0,tree_top,233.466666667,46.5,457.8,1203.0,tree_top
0.1,1,0.25,119,36,56,0.001,45.91,1.0,32.6,691.0,tree_top,65.3142857143,2.0,104.6,691.0,tree_top,1.14705882353,1.0,2.0,4.0,tree_top,125.916666667,36.0,238.0,691.0,tree_top
0.1,1,0.15,119,36,56,0.001,81.37,1.0,41.6,1184.0,tree_top,115.942857143,2.0,180.6,1184.0,tree_top,1.39473684211,1.0,2.0,5.0,tree_top,251.96875,169.5,485.4,1184.0,tree_top
0.1,1,0.5,119,36,56,0.001,26.18,1.0,5.0,534.0,tree_top,37.0714285714,2.0,10.4,534.0,tree_top,1.28947368421,1.0,2.0,5.0,tree_top,79.5625,8.0,132.0,534.0,tree_top
0.1,1,0.35,119,36,56,0.001,83.24,2.0,53.0,2524.0,tree_top,118.428571429,3.0,99.0,2524.0,tree_top,1.57142857143,1.0,2.0,4.0,tree_top,235.285714286,69.0,299.8,2524.0,tree_bot
