gravity,score,death
4.0,1.0,off_bot
4.0,0.0,off_bot
4.0,0.0,tree_bot
4.0,0.0,tree_top
1.0,2.0,off_top
4.0,0.0,off_bot
4.0,1.0,off_bot
1.0,0.0,tree_top
4.0,0.0,tree_bot
4.0,0.0,off_bot
4.0,0.0,tree_bot
1.0,0.0,tree_top
1.0,0.0,tree_top
4.0,1.0,tree_bot
4.0,1.0,off_bot
1.0,1.0,off_bot
1.0,0.0,tree_top
4.0,1.0,off_bot
4.0,2.0,tree_bot
4.0,0.0,tree_top
4.0,0.0,tree_top
4.0,2.0,off_bot
1.0,0.0,tree_top
4.0,4.0,tree_bot
1.0,0.0,tree_top
4.0,14.0,tree_bot
4.0,0.0,tree_bot
1.0,0.0,tree_top
4.0,1.0,off_bot
1.0,2.0,off_top
1.0,1.0,off_bot
4.0,2.0,tree_top
1.0,0.0,tree_top
1.0,0.0,off_top
1.0,1.0,tree_bot
1.0,0.0,tree_top
1.0,0.0,tree_top
1.0,1.0,tree_top
4.0,0.0,tree_top
4.0,2.0,tree_bot
1.0,0.0,tree_top
4.0,1.0,tree_bot
4.0,2.0,tree_top
1.0,1.0,tree_top
4.0,0.0,tree_top
1.0,1.0,off_top
4.0,5.0,tree_bot
4.0,1.0,tree_bot
1.0,1.0,tree_top
4.0,1.0,tree_bot
1.0,0.0,tree_top
1.0,1.0,tree_top
4.0,4.0,off_bot
4.0,1.0,tree_bot
1.0,0.0,tree_top
4.0,0.0,tree_top
4.0,3.0,tree_bot
4.0,20.0,tree_top
4.0,10.0,tree_top
4.0,4.0,off_bot
4.0,24.0,tree_bot
1.0,1.0,tree_top
1.0,1.0,tree_top
1.0,0.0,tree_top
4.0,9.0,tree_top
4.0,1.0,tree_top
1.0,0.0,tree_top
1.0,1.0,tree_top
1.0,1.0,tree_top
1.0,1.0,tree_top
4.0,11.0,tree_top
1.0,1.0,tree_top
4.0,12.0,tree_top
4.0,142.0,off_bot
4.0,171.0,tree_top
1.0,0.0,tree_top
1.0,1.0,off_top
4.0,5.0,tree_top
1.0,0.0,tree_top
4.0,131.0,tree_top
1.0,0.0,off_top
1.0,1.0,tree_top
4.0,82.0,off_bot
4.0,73.0,tree_top
4.0,204.0,tree_top
4.0,14.0,tree_top
1.0,0.0,tree_top
4.0,28.0,tree_top
1.0,0.0,tree_top
1.0,0.0,tree_top
4.0,106.0,tree_top
1.0,0.0,tree_top
1.0,0.0,tree_top
4.0,0.0,tree_top
4.0,89.0,tree_top
4.0,24.0,tree_top
1.0,0.0,tree_top
1.0,1.0,tree_top
1.0,0.0,tree_top
1.0,0.0,tree_top
