gravity,score,death
1.0,0.0,tree_top
4.0,0.0,tree_top
4.0,0.0,off_bot
4.0,0.0,tree_top
4.0,0.0,tree_bot
1.0,0.0,tree_top
1.0,0.0,tree_top
4.0,0.0,tree_bot
1.0,0.0,tree_top
1.0,0.0,tree_bot
1.0,0.0,tree_top
4.0,0.0,off_bot
1.0,1.0,off_top
4.0,0.0,off_bot
4.0,0.0,tree_bot
4.0,0.0,off_bot
4.0,0.0,tree_top
1.0,0.0,tree_top
1.0,0.0,off_top
4.0,0.0,tree_bot
1.0,1.0,tree_top
4.0,2.0,off_bot
1.0,0.0,tree_top
1.0,0.0,off_top
1.0,0.0,tree_top
1.0,1.0,off_top
4.0,0.0,tree_top
4.0,2.0,off_bot
4.0,1.0,off_bot
4.0,2.0,tree_bot
4.0,0.0,tree_top
1.0,0.0,tree_top
1.0,1.0,tree_top
1.0,1.0,off_top
1.0,1.0,tree_top
4.0,1.0,off_bot
1.0,0.0,tree_top
4.0,0.0,tree_bot
4.0,3.0,off_bot
4.0,5.0,off_bot
1.0,0.0,tree_top
1.0,1.0,tree_top
1.0,1.0,tree_top
1.0,0.0,tree_top
4.0,4.0,off_bot
1.0,0.0,tree_top
4.0,1.0,off_bot
1.0,0.0,tree_top
4.0,15.0,tree_top
4.0,2.0,tree_top
1.0,0.0,tree_top
1.0,0.0,tree_top
1.0,0.0,tree_top
4.0,35.0,tree_bot
1.0,0.0,tree_top
1.0,0.0,off_top
4.0,1.0,tree_bot
1.0,0.0,tree_top
1.0,1.0,off_top
4.0,2.0,tree_top
1.0,1.0,tree_top
1.0,1.0,tree_top
4.0,7.0,tree_bot
4.0,4.0,tree_top
1.0,1.0,off_top
1.0,1.0,off_top
1.0,1.0,tree_top
4.0,3.0,tree_bot
4.0,6.0,tree_top
1.0,1.0,tree_top
1.0,2.0,off_top
4.0,17.0,tree_bot
1.0,1.0,off_top
1.0,2.0,off_top
1.0,1.0,tree_top
4.0,3.0,tree_bot
1.0,1.0,off_top
4.0,3.0,tree_bot
1.0,1.0,tree_top
4.0,1.0,tree_bot
4.0,15.0,tree_top
4.0,17.0,tree_top
1.0,1.0,off_top
4.0,60.0,tree_top
4.0,42.0,tree_top
4.0,19.0,tree_top
4.0,151.0,tree_top
1.0,1.0,off_top
4.0,63.0,tree_top
4.0,7.0,tree_top
1.0,1.0,tree_top
4.0,837.0,tree_top
4.0,178.0,tree_top
1.0,2.0,tree_top
1.0,1.0,tree_top
4.0,176.0,tree_top
1.0,2.0,tree_top
4.0,79.0,tree_top
1.0,1.0,tree_top
1.0,1.0,tree_top
